Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Marque,Modele,Price_EUR
Volvo S60 D4 KINETIC,Ahmedabad,2015,34000,Diesel,Automatic,First,9.0,1984.0,181.0,5,Volvo,S60 D4 KINETIC,22000
Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,Delhi,2011,70000,Diesel,Automatic,First,14.21,2143.0,203.0,5,Mercedes-Benz,E-Class 2009-2013 E250 CDI Avantgarde,14300
Honda Accord 2.4 Elegance M/T,Chennai,2010,80000,Petrol,Manual,First,10.2,2354.0,180.0,5,Honda,Accord 2.4 Elegance M/T,4389
Honda Amaze S i-Dtech,Pune,2015,110000,Diesel,Manual,First,25.8,1498.0,98.6,5,Honda,Amaze S i-Dtech,5115
Maruti Dzire ZDI,Ahmedabad,2013,56454,Diesel,Manual,First,28.4,1248.0,73.75,5,Maruti,Dzire ZDI,5115
Maruti Swift LXI,Kolkata,2013,60000,Petrol,Manual,First,18.6,1197.0,85.8,5,Maruti,Swift LXI,3465
Toyota Corolla Altis G HV AT,Delhi,2013,56000,Petrol,Automatic,First,14.53,1798.0,138.1,5,Toyota,Corolla Altis G HV AT,9075
Maruti Swift VDI,Chennai,2012,63000,Diesel,Manual,First,22.9,1248.0,74.0,5,Maruti,Swift VDI,4950
Jeep Compass 2.0 Limited Option 4X4,Kolkata,2017,15050,Diesel,Manual,First,16.3,1956.0,170.0,5,Jeep,Compass 2.0 Limited Option 4X4,19250
Maruti Swift VXI BSIV,Mumbai,2016,29401,Petrol,Manual,First,20.4,1197.0,81.8,5,Maruti,Swift VXI BSIV,4741
Honda Jazz 1.2 SV i VTEC,Kochi,2016,25238,Petrol,Manual,First,18.7,1199.0,88.7,5,Honda,Jazz 1.2 SV i VTEC,6820
Toyota Etios GD,Chennai,2011,79000,Diesel,Manual,First,23.59,1364.0,67.05,5,Toyota,Etios GD,5137
Volkswagen Polo Petrol Trendline 1.2L,Kochi,2011,58752,Petrol,Manual,First,16.47,1198.0,73.9,5,Volkswagen,Polo Petrol Trendline 1.2L,3652
Honda Civic 2006-2010 1.8 V AT,Delhi,2011,62000,Petrol,Automatic,First,12.9,1799.0,130.0,5,Honda,Civic 2006-2010 1.8 V AT,4125
Toyota Etios G SP,Bangalore,2013,132000,Petrol,Manual,First,16.78,1496.0,88.73,5,Toyota,Etios G SP,5170
Hyundai Verna 1.6 SX VTVT,Chennai,2016,51000,Petrol,Manual,First,17.01,1591.0,121.3,5,Hyundai,Verna 1.6 SX VTVT,7150
Maruti SX4 S Cross DDiS 320 Zeta,Coimbatore,2016,61717,Diesel,Manual,First,22.7,1598.0,118.0,5,Maruti,SX4 S Cross DDiS 320 Zeta,9834
Ford Freestyle Titanium Plus Petrol,Kolkata,2018,8896,Petrol,Manual,First,19.0,1194.0,94.68,5,Ford,Freestyle Titanium Plus Petrol,8074
Maruti Baleno Alpha 1.2,Delhi,2016,17000,Petrol,Manual,First,21.4,1197.0,83.1,5,Maruti,Baleno Alpha 1.2,7590
Honda Jazz V,Mumbai,2016,31378,Petrol,Manual,First,18.2,1199.0,88.7,5,Honda,Jazz V,6490
Hyundai Verna 1.6 CRDi EX AT,Pune,2013,114000,Diesel,Automatic,First,22.32,1582.0,126.3,5,Hyundai,Verna 1.6 CRDi EX AT,7425
Honda Amaze VX i-DTEC,Ahmedabad,2014,81000,Diesel,Manual,First,25.8,1498.0,98.6,5,Honda,Amaze VX i-DTEC,4510
Audi Q3 30 TDI Premium FWD,Mumbai,2017,31000,Diesel,Automatic,First,18.51,1968.0,147.51,5,Audi,Q3 30 TDI Premium FWD,29700
Skoda Rapid 2013-2016 1.6 MPI Ambition,Mumbai,2014,35000,Petrol,Manual,First,15.0,1598.0,103.52,5,Skoda,Rapid 2013-2016 1.6 MPI Ambition,4950
Audi A4 2.0 TDI 177 Bhp Premium Plus,Kolkata,2013,60001,Diesel,Automatic,First,17.11,1968.0,174.33,5,Audi,A4 2.0 TDI 177 Bhp Premium Plus,15950
Maruti Swift Dzire VDI,Jaipur,2014,75074,Diesel,Manual,First,23.4,1248.0,74.0,5,Maruti,Swift Dzire VDI,5775
Tata Indica Vista Quadrajet LS,Kolkata,2012,80000,Diesel,Manual,Second,22.3,1248.0,74.0,5,Tata,Indica Vista Quadrajet LS,1320
Toyota Innova 2.5 G (Diesel) 8 Seater,Jaipur,2006,147350,Diesel,Manual,Second,12.99,2494.0,100.6,8,Toyota,Innova 2.5 G (Diesel) 8 Seater,5445
Renault Duster 110PS Diesel RxZ Plus,Hyderabad,2013,60000,Diesel,Manual,First,19.64,1461.0,108.45,5,Renault,Duster 110PS Diesel RxZ Plus,8250
Honda Amaze S i-Dtech,Delhi,2015,58000,Diesel,Manual,First,25.8,1498.0,98.6,5,Honda,Amaze S i-Dtech,4895
Maruti Ritz VDi,Kochi,2015,57034,Diesel,Manual,First,23.2,1248.0,73.94,5,Maruti,Ritz VDi,4818
Maruti Ciaz ZDi Plus SHVS,Kochi,2016,40810,Diesel,Manual,First,28.09,1248.0,88.5,5,Maruti,Ciaz ZDi Plus SHVS,8690
Hyundai Santro Xing GL,Bangalore,2008,35268,Petrol,Manual,Second,0.0,1086.0,62.0,5,Hyundai,Santro Xing GL,2068
Maruti Baleno Delta CVT,Coimbatore,2018,34630,Petrol,Automatic,First,21.4,1197.0,83.1,5,Maruti,Baleno Delta CVT,8019
Ford Fiesta Diesel Titanium Plus,Hyderabad,2012,45122,Diesel,Manual,First,23.5,1498.0,88.7,5,Ford,Fiesta Diesel Titanium Plus,6600
Mahindra XUV500 W8 2WD,Chennai,2011,126000,Diesel,Manual,Third,16.0,2179.0,140.0,7,Mahindra,XUV500 W8 2WD,7370
Mini Cooper 3 DOOR D,Kochi,2016,32298,Diesel,Automatic,First,20.7,1496.0,113.98,4,Mini,Cooper 3 DOOR D,26180
Mahindra XUV500 W8 4WD,Kochi,2014,63288,Diesel,Manual,First,15.1,2179.0,140.0,7,Mahindra,XUV500 W8 4WD,8547
Hyundai Santro Xing GLS,Coimbatore,2012,43337,Petrol,Manual,First,17.92,1086.0,62.1,5,Hyundai,Santro Xing GLS,3652
Maruti Swift VDI,Kochi,2015,46561,Diesel,Manual,First,22.9,1248.0,74.0,5,Maruti,Swift VDI,5434
Mercedes-Benz A Class A180 CDI,Delhi,2013,34000,Diesel,Automatic,Second,20.0,2143.0,107.3,5,Mercedes-Benz,A Class A180 CDI,12100
Renault KWID RXT,Hyderabad,2016,48000,Petrol,Manual,First,25.17,799.0,53.3,5,Renault,KWID RXT,3740
Maruti Swift VDI,Kochi,2013,56263,Diesel,Manual,First,22.9,1248.0,74.0,5,Maruti,Swift VDI,4587
Maruti Zen LXI,Hyderabad,2005,84060,Petrol,Manual,Second,17.3,993.0,60.0,5,Maruti,Zen LXI,1375
Hyundai Grand i10 Magna AT,Mumbai,2016,9000,Petrol,Automatic,First,18.9,1197.0,82.0,5,Hyundai,Grand i10 Magna AT,5995
Tata Manza Aura Quadrajet BS IV,Jaipur,2012,79000,Diesel,Manual,First,21.12,1248.0,88.8,5,Tata,Manza Aura Quadrajet BS IV,2849
Mahindra XUV500 W10 AWD,Pune,2015,87900,Diesel,Manual,First,16.0,2179.0,140.0,7,Mahindra,XUV500 W10 AWD,13211
Maruti Swift Dzire 1.2 Vxi BSIV,Delhi,2010,72425,Petrol,Manual,Second,17.5,1197.0,85.8,5,Maruti,Swift Dzire 1.2 Vxi BSIV,2695
Audi Q3 35 TDI Quattro Premium Plus,Bangalore,2015,38000,Diesel,Automatic,First,15.73,1968.0,174.33,5,Audi,Q3 35 TDI Quattro Premium Plus,31900
Mercedes-Benz New C-Class C 220 CDI Elegance AT,Hyderabad,2010,107000,Diesel,Automatic,First,14.84,2143.0,170.0,5,Mercedes-Benz,New C-Class C 220 CDI Elegance AT,13189
Honda City i VTEC CVT VX,Delhi,2015,51000,Petrol,Automatic,First,18.0,1497.0,117.3,5,Honda,City i VTEC CVT VX,8690
Toyota Innova 2.5 GX 7 STR,Pune,2010,140000,Diesel,Manual,Third,12.8,2494.0,102.0,7,Toyota,Innova 2.5 GX 7 STR,6875
Chevrolet Beat LT,Pune,2011,48000,Petrol,Manual,Second,18.6,1199.0,79.4,5,Chevrolet,Beat LT,1980
Maruti Wagon R LXI CNG,Delhi,2013,62000,CNG,Manual,First,19.000000000000004,998.0,58.16,5,Maruti,Wagon R LXI CNG,3080
Honda Jazz 1.2 S i VTEC,Mumbai,2015,31000,Petrol,Manual,First,18.7,1199.0,88.7,5,Honda,Jazz 1.2 S i VTEC,5390
Nissan Micra XL Primo,Jaipur,2010,75055,Petrol,Manual,First,18.06,1198.0,75.0,5,Nissan,Micra XL Primo,2475
Maruti Ciaz AT ZXi,Coimbatore,2017,51210,Petrol,Automatic,First,19.12,1373.0,91.1,5,Maruti,Ciaz AT ZXi,9779
Toyota Fortuner 4x2 AT,Mumbai,2012,87000,Diesel,Automatic,First,12.55,2982.0,168.5,7,Toyota,Fortuner 4x2 AT,16500
Ford Aspire Ambiente Diesel,Kolkata,2018,17000,Diesel,Manual,First,26.1,1498.0,99.0,5,Ford,Aspire Ambiente Diesel,6215
Maruti Ertiga ZDI,Jaipur,2014,57000,Diesel,Manual,First,20.77,1248.0,88.8,7,Maruti,Ertiga ZDI,7700
Maruti Alto 800 LXI,Hyderabad,2016,9370,Petrol,Manual,First,22.74,796.0,47.3,5,Maruti,Alto 800 LXI,3245
Honda Brio V MT,Chennai,2013,53226,Petrol,Manual,First,19.4,1198.0,86.8,5,Honda,Brio V MT,3630
Hyundai Verna Transform CRDi VGT SX ABS,Hyderabad,2010,120000,Diesel,Manual,Second,16.2,1493.0,110.0,5,Hyundai,Verna Transform CRDi VGT SX ABS,3850
Honda City 1.5 GXI,Jaipur,2007,75055,Petrol,Manual,First,12.8,1493.0,100.0,5,Honda,City 1.5 GXI,2530
Hyundai Creta 1.6 CRDi SX,Coimbatore,2017,37247,Diesel,Manual,First,19.67,1582.0,126.2,5,Hyundai,Creta 1.6 CRDi SX,15059
Toyota Etios Liva GD,Delhi,2013,64000,Diesel,Manual,First,23.59,1364.0,67.06,5,Toyota,Etios Liva GD,3410
Hyundai Sonata Transform 2.4 GDi MT,Mumbai,2014,12000,Petrol,Manual,First,13.44,2359.0,198.25,5,Hyundai,Sonata Transform 2.4 GDi MT,14025
Hyundai Creta 1.6 CRDi SX Option,Pune,2017,40158,Diesel,Manual,First,19.67,1582.0,126.2,5,Hyundai,Creta 1.6 CRDi SX Option,15125
Honda Jazz 1.2 SV i VTEC,Chennai,2017,11000,Petrol,Manual,First,18.7,1199.0,88.7,5,Honda,Jazz 1.2 SV i VTEC,7425
Volkswagen Vento Diesel Comfortline,Chennai,2014,70010,Diesel,Manual,First,20.54,1598.0,103.6,5,Volkswagen,Vento Diesel Comfortline,5775
Mahindra XUV500 W6 2WD,Mumbai,2015,82000,Diesel,Manual,First,16.0,2179.0,140.0,7,Mahindra,XUV500 W6 2WD,9625
Mahindra TUV 300 2015-2019 T8,Kochi,2017,57259,Diesel,Manual,First,18.49,1493.0,100.0,7,Mahindra,TUV 300 2015-2019 T8,9757
Honda Accord 2001-2003 2.3 VTi L AT,Bangalore,2010,84000,Petrol,Automatic,Second,11.1,2354.0,142.0,5,Honda,Accord 2001-2003 2.3 VTi L AT,7150
Maruti Ertiga VDI,Pune,2012,168000,Diesel,Manual,First,20.77,1248.0,88.76,7,Maruti,Ertiga VDI,4950
Mahindra Ssangyong Rexton RX5,Hyderabad,2012,73670,Diesel,Manual,First,12.83,2696.0,162.0,7,Mahindra,Ssangyong Rexton RX5,13750
Toyota Fortuner 4x2 AT,Delhi,2014,89540,Diesel,Automatic,First,12.55,2982.0,168.5,7,Toyota,Fortuner 4x2 AT,18480
Maruti Ertiga ZDI,Hyderabad,2016,85423,Diesel,Manual,First,20.77,1248.0,88.8,7,Maruti,Ertiga ZDI,9625
Hyundai Elantra CRDi SX AT,Pune,2013,48823,Diesel,Automatic,First,19.5,1582.0,126.24,5,Hyundai,Elantra CRDi SX AT,9350
Hyundai i10 Magna 1.2,Kolkata,2011,35082,Petrol,Manual,First,20.36,1197.0,78.9,5,Hyundai,i10 Magna 1.2,2431
Honda Amaze VX AT i-Vtech,Delhi,2016,19000,Petrol,Automatic,First,15.5,1198.0,86.7,5,Honda,Amaze VX AT i-Vtech,6875
Honda Civic 2006-2010 1.8 V AT,Mumbai,2007,69000,Petrol,Automatic,Second,12.9,1799.0,130.0,5,Honda,Civic 2006-2010 1.8 V AT,2475
Mercedes-Benz CLA 200 CDI Sport,Kochi,2019,29836,Diesel,Automatic,First,17.9,2143.0,136.0,5,Mercedes-Benz,CLA 200 CDI Sport,28325
Skoda Superb 1.8 TFSI MT,Ahmedabad,2010,48002,Petrol,Manual,Second,13.14,1798.0,157.8,5,Skoda,Superb 1.8 TFSI MT,7425
Maruti Ciaz ZDi Plus SHVS,Ahmedabad,2015,52324,Diesel,Manual,First,28.09,1248.0,88.5,5,Maruti,Ciaz ZDi Plus SHVS,6875
Ford Ecosport 1.5 DV5 MT Titanium Optional,Delhi,2013,65000,Diesel,Manual,First,22.7,1498.0,89.84,5,Ford,Ecosport 1.5 DV5 MT Titanium Optional,5610
Mercedes-Benz M-Class ML 320 CDI,Mumbai,2009,66000,Diesel,Automatic,Second,8.7,2987.0,224.34,5,Mercedes-Benz,M-Class ML 320 CDI,11825
Hyundai Grand i10 CRDi Sportz,Hyderabad,2016,75700,Diesel,Manual,First,24.0,1120.0,70.0,5,Hyundai,Grand i10 CRDi Sportz,6270
Volkswagen Vento Diesel Breeze,Bangalore,2013,43000,Diesel,Manual,First,20.5,1598.0,105.0,5,Volkswagen,Vento Diesel Breeze,6545
Chevrolet Beat Diesel LT,Kochi,2012,42706,Diesel,Manual,First,25.44,936.0,56.3,5,Chevrolet,Beat Diesel LT,2640
Mahindra Quanto C6,Mumbai,2013,35000,Diesel,Manual,First,17.21,1493.0,100.0,7,Mahindra,Quanto C6,3839
Hyundai i10 Asta 1.2 AT with Sunroof,Hyderabad,2011,54348,Petrol,Automatic,First,19.2,1197.0,80.0,5,Hyundai,i10 Asta 1.2 AT with Sunroof,4400
Toyota Etios Liva 1.4 GD,Delhi,2013,84000,Diesel,Manual,First,23.59,1364.0,67.04,5,Toyota,Etios Liva 1.4 GD,4235
Toyota Corolla Altis 2008-2013 1.8 VL AT,Mumbai,2010,63298,Petrol,Automatic,First,14.53,1794.0,138.1,5,Toyota,Corolla Altis 2008-2013 1.8 VL AT,4345
Hyundai i10 Magna 1.2,Jaipur,2013,75049,Petrol,Manual,Second,20.36,1197.0,78.9,5,Hyundai,i10 Magna 1.2,3300
Ford Figo Aspire 1.2 Ti-VCT Titanium,Kochi,2018,24237,Petrol,Manual,First,18.16,1196.0,86.8,5,Ford,Figo Aspire 1.2 Ti-VCT Titanium,7370
Maruti Ritz ZXi,Coimbatore,2016,22767,Petrol,Manual,First,18.5,1197.0,85.8,5,Maruti,Ritz ZXi,6754
Hyundai i20 Sportz AT 1.4,Bangalore,2012,58000,Petrol,Automatic,Second,15.0,1396.0,98.6,5,Hyundai,i20 Sportz AT 1.4,4840
Maruti Swift Dzire LDI,Pune,2017,57000,Diesel,Manual,First,26.59,1248.0,74.0,5,Maruti,Swift Dzire LDI,4675
Maruti S Cross DDiS 320 Alpha,Kolkata,2016,45000,Diesel,Manual,First,22.7,1598.0,118.0,5,Maruti,S Cross DDiS 320 Alpha,7700
Toyota Fortuner 4x4 AT,Coimbatore,2017,68319,Diesel,Automatic,First,12.55,2982.0,168.5,7,Toyota,Fortuner 4x4 AT,27632
Hyundai EON 1.0 Magna Plus Option O,Kochi,2017,30711,Petrol,Manual,First,20.3,998.0,68.05,5,Hyundai,EON 1.0 Magna Plus Option O,4895
Hyundai i20 1.4 CRDi Magna,Kolkata,2011,38277,Diesel,Manual,First,21.9,1396.0,90.0,5,Hyundai,i20 1.4 CRDi Magna,2640
Volkswagen Vento Diesel Highline,Pune,2012,115000,Diesel,Manual,Second,20.54,1598.0,103.6,5,Volkswagen,Vento Diesel Highline,4763
Maruti Swift Dzire VXi AT,Coimbatore,2017,46849,Petrol,Automatic,First,18.5,1197.0,83.14,5,Maruti,Swift Dzire VXi AT,7623
Hyundai i20 Magna 1.4 CRDi,Ahmedabad,2014,64000,Diesel,Manual,First,21.9,1396.0,90.0,5,Hyundai,i20 Magna 1.4 CRDi,4675
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Pune,2010,130923,Diesel,Automatic,First,14.21,2143.0,203.0,5,Mercedes-Benz,E-Class 2009-2013 E250 CDI Blue Efficiency,13750
Hyundai Grand i10 Sportz,Chennai,2015,15000,Petrol,Manual,First,18.9,1197.0,82.0,5,Hyundai,Grand i10 Sportz,5390
Hyundai i20 1.4 CRDi Sportz,Mumbai,2014,32720,Diesel,Manual,First,23.0,1396.0,90.0,5,Hyundai,i20 1.4 CRDi Sportz,4950
Renault KWID RXT,Jaipur,2016,12500,Petrol,Manual,First,25.17,799.0,53.3,5,Renault,KWID RXT,3300
Hyundai Xcent 1.2 Kappa AT SX Option,Chennai,2015,59800,Petrol,Automatic,First,16.9,1197.0,82.0,5,Hyundai,Xcent 1.2 Kappa AT SX Option,6380
Volkswagen Vento Petrol Highline,Pune,2011,54211,Petrol,Manual,First,15.04,1598.0,103.6,5,Volkswagen,Vento Petrol Highline,3663
Chevrolet Cruze LTZ AT,Kochi,2015,62242,Diesel,Automatic,First,14.39,1998.0,163.7,5,Chevrolet,Cruze LTZ AT,7282
Nissan Terrano XL 110 PS,Mumbai,2015,54000,Diesel,Manual,Second,19.01,1461.0,108.5,5,Nissan,Terrano XL 110 PS,6325
Hyundai Verna 1.6 SX,Hyderabad,2012,65000,Diesel,Manual,First,22.32,1582.0,126.32,5,Hyundai,Verna 1.6 SX,6820
Maruti Celerio VXI AMT,Chennai,2015,55000,Petrol,Automatic,First,23.1,998.0,67.04,5,Maruti,Celerio VXI AMT,3850
Maruti Wagon R LXI,Pune,2010,71000,Petrol,Manual,First,18.9,998.0,67.1,5,Maruti,Wagon R LXI,2200
Hyundai i20 Magna Optional 1.4 CRDi,Chennai,2012,70000,Diesel,Manual,First,21.9,1396.0,88.8,5,Hyundai,i20 Magna Optional 1.4 CRDi,4400
Audi A4 1.8 TFSI,Mumbai,2011,53000,Petrol,Automatic,First,12.3,1781.0,163.2,5,Audi,A4 1.8 TFSI,10450
BMW X1 sDrive20d,Mumbai,2013,43000,Diesel,Automatic,First,17.05,1995.0,184.0,5,BMW,X1 sDrive20d,19250
Skoda Rapid 1.6 MPI AT Elegance Plus,Mumbai,2015,54000,Petrol,Automatic,First,14.3,1598.0,103.52,5,Skoda,Rapid 1.6 MPI AT Elegance Plus,6721
Hyundai i10 Magna,Ahmedabad,2014,51000,Petrol,Manual,First,20.36,1197.0,78.9,5,Hyundai,i10 Magna,4125
Mitsubishi Pajero 2.8 GLX CRZ,Hyderabad,2007,78000,Diesel,Manual,Second,10.5,2835.0,107.2,6,Mitsubishi,Pajero 2.8 GLX CRZ,6820
Honda City i DTEC SV,Mumbai,2014,25000,Diesel,Manual,First,26.0,1498.0,98.6,5,Honda,City i DTEC SV,6765
Maruti Alto K10 2010-2014 VXI,Pune,2012,12600,Petrol,Manual,First,20.92,998.0,67.1,5,Maruti,Alto K10 2010-2014 VXI,2640
Maruti Swift Ldi BSIII,Pune,2009,80000,Diesel,Manual,Fourth & Above,17.8,1248.0,75.0,5,Maruti,Swift Ldi BSIII,2365
Hyundai Grand i10 Magna,Kolkata,2016,21000,Petrol,Manual,First,18.9,1197.0,82.0,5,Hyundai,Grand i10 Magna,4125
Ford Figo Petrol ZXI,Mumbai,2011,32000,Petrol,Manual,Second,15.6,1196.0,70.0,5,Ford,Figo Petrol ZXI,2365
Hyundai Grand i10 SportZ Edition,Bangalore,2015,50000,Petrol,Manual,First,18.9,1197.0,81.86,5,Hyundai,Grand i10 SportZ Edition,5225
Maruti SX4 Vxi BSIV,Mumbai,2010,47500,Petrol,Manual,First,15.5,1586.0,103.3,5,Maruti,SX4 Vxi BSIV,2695
Honda City i-VTEC VX,Mumbai,2017,7500,Petrol,Manual,First,17.4,1497.0,117.3,5,Honda,City i-VTEC VX,12265
Renault Duster 110PS Diesel RxZ AMT,Jaipur,2016,68163,Diesel,Automatic,First,19.6,1461.0,108.45,5,Renault,Duster 110PS Diesel RxZ AMT,9790
Honda Amaze S i-Dtech,Ahmedabad,2014,61000,Diesel,Manual,First,25.8,1498.0,98.6,5,Honda,Amaze S i-Dtech,4785
Toyota Innova 2.5 Z Diesel 7 Seater,Jaipur,2015,100000,Diesel,Manual,Second,12.99,2494.0,100.6,7,Toyota,Innova 2.5 Z Diesel 7 Seater,13200
BMW 3 Series 320d Highline,Mumbai,2009,61500,Diesel,Automatic,Second,16.07,1995.0,181.0,5,BMW,3 Series 320d Highline,9350
Hyundai i10 Magna 1.1 iTech SE,Kochi,2017,42883,Petrol,Manual,First,19.81,1086.0,68.05,5,Hyundai,i10 Magna 1.1 iTech SE,4696
Renault Duster 85PS Diesel RxL Optional with Nav,Jaipur,2012,97000,Diesel,Manual,Second,20.45,1461.0,83.8,5,Renault,Duster 85PS Diesel RxL Optional with Nav,4675
Mitsubishi Outlander 2.4,Bangalore,2010,39525,Petrol,Automatic,First,11.3,2360.0,170.0,5,Mitsubishi,Outlander 2.4,10175
Maruti Vitara Brezza LDi,Kochi,2017,35384,Diesel,Manual,First,24.3,1248.0,88.5,5,Maruti,Vitara Brezza LDi,9471
Mercedes-Benz R-Class R350 CDI 4MATIC,Hyderabad,2010,46000,Diesel,Automatic,First,11.8,2987.0,261.0,7,Mercedes-Benz,R-Class R350 CDI 4MATIC,30800
Ford EcoSport 1.5 Diesel Titanium,Coimbatore,2018,32189,Diesel,Manual,First,23.0,1498.0,98.96,5,Ford,EcoSport 1.5 Diesel Titanium,10175
Hyundai Verna 1.6 CRDI AT SX Option,Chennai,2016,27000,Diesel,Automatic,First,19.08,1582.0,126.2,5,Hyundai,Verna 1.6 CRDI AT SX Option,9460
Volkswagen Polo 1.2 MPI Highline,Coimbatore,2018,22734,Petrol,Manual,First,16.47,1198.0,74.0,5,Volkswagen,Polo 1.2 MPI Highline,8283
Renault Duster 110PS Diesel RxL,Mumbai,2014,58002,Diesel,Manual,First,19.64,1461.0,108.45,5,Renault,Duster 110PS Diesel RxL,6325
Honda Brio S Option AT,Chennai,2012,31500,Petrol,Automatic,First,16.5,1198.0,86.8,5,Honda,Brio S Option AT,4565
Ford Figo 2015-2019 1.2P Titanium MT,Coimbatore,2017,30933,Petrol,Manual,First,18.16,1196.0,86.8,5,Ford,Figo 2015-2019 1.2P Titanium MT,6424
Audi A6 2.0 TDI Design Edition,Kolkata,2012,27090,Diesel,Automatic,First,18.53,1968.0,187.74,5,Audi,A6 2.0 TDI Design Edition,18150
BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,Mumbai,2015,29500,Diesel,Automatic,First,15.97,2993.0,258.0,7,BMW,X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,47300
Hyundai i10 Sportz Option,Pune,2013,45000,Petrol,Manual,First,20.36,1197.0,78.9,5,Hyundai,i10 Sportz Option,3905
Hyundai i20 1.2 Asta Option,Hyderabad,2018,11691,Petrol,Manual,First,18.6,1197.0,81.83,5,Hyundai,i20 1.2 Asta Option,9790
Skoda Octavia L and K 1.9 TDI MT,Hyderabad,2006,121000,Diesel,Manual,Second,16.4,1896.0,90.0,5,Skoda,Octavia L and K 1.9 TDI MT,2750
Hyundai Verna Transform SX VGT CRDi,Hyderabad,2010,118077,Diesel,Manual,First,16.2,1493.0,110.0,5,Hyundai,Verna Transform SX VGT CRDi,4235
Hyundai Verna 1.6 SX VTVT (O) AT,Chennai,2012,36300,Petrol,Automatic,Third,17.1,1591.0,121.4,5,Hyundai,Verna 1.6 SX VTVT (O) AT,8250
Hyundai Getz GVS,Mumbai,2005,90000,Petrol,Manual,Second,15.3,1341.0,61.0,5,Hyundai,Getz GVS,1980
Ford Figo Diesel EXI,Chennai,2010,78000,Diesel,Manual,First,20.0,1399.0,68.0,5,Ford,Figo Diesel EXI,2475
Audi A6 2011-2015 35 TDI Technology,Mumbai,2015,42000,Diesel,Automatic,First,17.68,1968.0,174.33,5,Audi,A6 2011-2015 35 TDI Technology,26675
Volkswagen Polo 1.2 MPI Highline,Mumbai,2015,27000,Petrol,Manual,First,16.47,1198.0,74.0,5,Volkswagen,Polo 1.2 MPI Highline,4785
BMW X1 sDrive20d,Kolkata,2012,22000,Diesel,Automatic,First,17.05,1995.0,184.0,5,BMW,X1 sDrive20d,12650
Honda City i VTEC SV,Kolkata,2014,49000,Petrol,Manual,First,17.4,1497.0,117.3,5,Honda,City i VTEC SV,5225
Hyundai i20 Sportz Option Diesel,Hyderabad,2012,42600,Diesel,Manual,First,23.0,1396.0,90.0,5,Hyundai,i20 Sportz Option Diesel,5489
Honda Jazz 1.2 V CVT i VTEC,Coimbatore,2018,12794,Petrol,Automatic,First,19.0,1199.0,88.7,5,Honda,Jazz 1.2 V CVT i VTEC,10065
Honda CR-V 2.4 AT,Hyderabad,2014,88046,Petrol,Automatic,First,10.1,2354.0,152.0,5,Honda,CR-V 2.4 AT,15389
Mercedes-Benz A Class A180 CDI,Bangalore,2014,8000,Diesel,Automatic,Second,20.0,2143.0,107.3,5,Mercedes-Benz,A Class A180 CDI,21725
Mahindra XUV500 AT W10 AWD,Coimbatore,2018,82739,Diesel,Automatic,First,16.0,2179.0,140.0,7,Mahindra,XUV500 AT W10 AWD,18447
Renault Scala RxL AT,Mumbai,2013,7000,Petrol,Automatic,First,17.97,1498.0,99.6,5,Renault,Scala RxL AT,4015
Land Rover Freelander 2 HSE SD4,Ahmedabad,2012,60000,Diesel,Automatic,Second,12.35,2179.0,187.74,5,Land,Rover Freelander 2 HSE SD4,25850
Maruti Alto 800 VXI,Pune,2017,38000,Petrol,Manual,First,22.74,796.0,47.3,5,Maruti,Alto 800 VXI,3421
Toyota Etios G,Kochi,2013,56344,Petrol,Manual,First,17.6,1496.0,88.73,5,Toyota,Etios G,5027
Hyundai i20 Sportz Option,Mumbai,2014,17858,Petrol,Manual,First,17.0,1197.0,80.0,5,Hyundai,i20 Sportz Option,5852
Hyundai i10 Sportz,Hyderabad,2012,53000,Petrol,Manual,First,20.36,1197.0,78.9,5,Hyundai,i10 Sportz,3520
Maruti Swift VDI BSIV,Kochi,2016,67906,Diesel,Manual,First,25.2,1248.0,74.0,5,Maruti,Swift VDI BSIV,6193
Hyundai EON Magna Plus,Hyderabad,2015,19000,Petrol,Manual,First,21.1,814.0,55.2,5,Hyundai,EON Magna Plus,3300
BMW 3 Series 320d,Mumbai,2010,67000,Diesel,Automatic,Second,22.69,1995.0,190.0,5,BMW,3 Series 320d,10175
Tata Indigo XL Classic Dicor,Delhi,2011,80000,Diesel,Manual,First,23.57,1396.0,70.0,5,Tata,Indigo XL Classic Dicor,1320
Maruti Alto 800 LXI,Delhi,2015,61000,Petrol,Manual,First,22.74,796.0,47.3,5,Maruti,Alto 800 LXI,2365
Volkswagen Polo Diesel Highline 1.2L,Pune,2010,39000,Diesel,Manual,First,22.07,1199.0,73.9,5,Volkswagen,Polo Diesel Highline 1.2L,3355
Toyota Corolla Altis VL AT,Ahmedabad,2014,59000,Petrol,Automatic,First,14.28,1798.0,138.03,5,Toyota,Corolla Altis VL AT,12650
Hyundai Santro Xing GLS,Hyderabad,2008,80931,Petrol,Manual,First,17.92,1086.0,62.1,5,Hyundai,Santro Xing GLS,2530
Maruti Swift ZXI,Kolkata,2016,34000,Petrol,Manual,First,20.4,1197.0,81.8,5,Maruti,Swift ZXI,5445
